Time,Price,Volume
11/20/2014 12:00:00 AM,0.000207150735380671,285183.042137086
11/21/2014 12:00:00 AM,0.000206788737398472,184034.52035841
11/22/2014 12:00:00 AM,0.00021333387032689,255930.160180867
11/23/2014 12:00:00 AM,0.000251809567797059,936846.053106502
11/24/2014 12:00:00 AM,0.000246104944763181,879094.567202679
11/25/2014 12:00:00 AM,0.00024337874395804,480703.46421729
11/26/2014 12:00:00 AM,0.00023410644559824,497285.603418484
11/27/2014 12:00:00 AM,0.000243037474553562,480839.468796253
11/28/2014 12:00:00 AM,0.000246307544247617,208391.365969232
11/29/2014 12:00:00 AM,0.000241489832587143,205111.374963463
11/30/2014 12:00:00 AM,0.00024155043016865,132815.438151661
12/1/2014 12:00:00 AM,0.00024034008904446,180950.803086161
12/2/2014 12:00:00 AM,0.000237825497516358,236154.243363313
12/3/2014 12:00:00 AM,0.000235637583862463,251500.262266687
12/4/2014 12:00:00 AM,0.000226883221043794,182994.77470129
12/5/2014 12:00:00 AM,0.000233819772234117,199932.318170873
12/6/2014 12:00:00 AM,0.000228550548894882,386367.10604054
12/7/2014 12:00:00 AM,0.000227443001825961,294342.670285227
12/8/2014 12:00:00 AM,0.000219307513326685,286324.75443948
12/9/2014 12:00:00 AM,0.000210110272846219,421230.524594662
12/10/2014 12:00:00 AM,0.0002083252075377,400389.335394417
12/11/2014 12:00:00 AM,0.000204114200522345,380054.379640038
12/12/2014 12:00:00 AM,0.000205321925386143,390160.125967706
12/13/2014 12:00:00 AM,0.000200861227974981,283616.158961145
12/14/2014 12:00:00 AM,0.000193976893453379,405262.831758251
12/15/2014 12:00:00 AM,0.000187028511743273,454097.41892897
12/16/2014 12:00:00 AM,0.000173257023729941,567498.317064867
12/17/2014 12:00:00 AM,0.000180532568531638,818520.82143468
12/18/2014 12:00:00 AM,0.000175052997759786,562667.708767586
12/19/2014 12:00:00 AM,0.000193302940911025,1062975.75679053
12/20/2014 12:00:00 AM,0.00020604793787865,716119.058240122
12/21/2014 12:00:00 AM,0.000192099711305367,434645.634260211
12/22/2014 12:00:00 AM,0.000194315910739231,425345.337864982
12/23/2014 12:00:00 AM,0.000193673329275616,406501.353220473
12/24/2014 12:00:00 AM,0.000187355650576417,305899.102272939
12/25/2014 12:00:00 AM,0.000184142071250661,372366.588336677
12/26/2014 12:00:00 AM,0.00019073128836824,283822.517708056
12/27/2014 12:00:00 AM,0.00018236838716388,300484.821879594
12/28/2014 12:00:00 AM,0.000182694561351205,293501.424777511
12/29/2014 12:00:00 AM,0.000181085817045081,382140.157146269
12/30/2014 12:00:00 AM,0.000178249037424861,355809.788684119
12/31/2014 12:00:00 AM,0.00018551638793208,299309.242879016
1/1/2015 12:00:00 AM,0.000183113766479528,283845.500640594
1/2/2015 12:00:00 AM,0.000183525729778034,363741.739089386
1/3/2015 12:00:00 AM,0.000167816025308955,270052.23602528
1/4/2015 12:00:00 AM,0.000158135592710333,353697.860482045
1/5/2015 12:00:00 AM,0.000160335562929387,554935.735781879
1/6/2015 12:00:00 AM,0.000168992435625065,287943.320276979
1/7/2015 12:00:00 AM,0.000173488676781244,384231.553701648
1/8/2015 12:00:00 AM,0.000169120197920517,324927.043993174
1/9/2015 12:00:00 AM,0.00017100660595963,384908.834406037
1/10/2015 12:00:00 AM,0.000163700340263521,304876.745915647
1/11/2015 12:00:00 AM,0.000160626698270706,131901.766110964
1/12/2015 12:00:00 AM,0.000156898335217197,352221.014900507
1/13/2015 12:00:00 AM,0.000133978404980317,521096.835441107
1/14/2015 12:00:00 AM,0.000114162619633947,563943.590025548
1/15/2015 12:00:00 AM,0.000140507267557242,755070.824163301
1/16/2015 12:00:00 AM,0.000140617776857211,533320.264052576
1/17/2015 12:00:00 AM,0.000135527049864476,245195.81970282
1/18/2015 12:00:00 AM,0.000138093196946928,268768.284482415
1/19/2015 12:00:00 AM,0.000140495463487827,350070.508445369
1/20/2015 12:00:00 AM,0.0001410960358788,370984.239196031
1/21/2015 12:00:00 AM,0.00015312362490561,554826.725539102
1/22/2015 12:00:00 AM,0.000154970191613328,376078.989324482
1/23/2015 12:00:00 AM,0.000155825798663774,285970.870168609
1/24/2015 12:00:00 AM,0.000166024078308096,296279.00057285
1/25/2015 12:00:00 AM,0.000167713906271376,310219.920870428
1/26/2015 12:00:00 AM,0.000163280423837408,644787.587818587
1/27/2015 12:00:00 AM,0.000159484541548365,502940.454558787
1/29/2015 12:00:00 AM,0.000144887849187641,213944.719225696
1/30/2015 12:00:00 AM,0.000141910596725018,183094.734375952
1/31/2015 12:00:00 AM,0.000138354237727008,204444.546717946
2/1/2015 12:00:00 AM,0.000143739789475253,173339.731949642
2/2/2015 12:00:00 AM,0.000150834888572593,155861.892045147
2/3/2015 12:00:00 AM,0.000145844565669104,261213.671238468
2/4/2015 12:00:00 AM,0.000145199233144815,169819.373482971
2/5/2015 12:00:00 AM,0.000139758683539741,120768.892695027
2/6/2015 12:00:00 AM,0.000144127734218381,70579.2299341004
2/7/2015 12:00:00 AM,0.0001450535172869,76616.0084892524
2/8/2015 12:00:00 AM,0.000141646925587264,95512.6412502202
2/9/2015 12:00:00 AM,0.000140552223369954,67216.4098813124
2/10/2015 12:00:00 AM,0.000139824344090637,63057.4113179941
2/11/2015 12:00:00 AM,0.000138431897990793,67361.0773453311
2/12/2015 12:00:00 AM,0.000140722322122473,52875.7222251908
2/13/2015 12:00:00 AM,0.000142919602015787,132843.322078492
2/14/2015 12:00:00 AM,0.00015057399464758,145686.086792267
2/15/2015 12:00:00 AM,0.000141126909036248,156292.862262847
2/16/2015 12:00:00 AM,0.000144018576886164,65290.2585397737
2/17/2015 12:00:00 AM,0.000145635509041146,48121.425969085
2/18/2015 12:00:00 AM,0.000141155974978605,47082.909941225
2/19/2015 12:00:00 AM,0.000144231794849913,38738.5628851429
2/20/2015 12:00:00 AM,0.000142960800896648,46557.0252785467
2/21/2015 12:00:00 AM,0.000143327714568142,36100.2758864985
2/22/2015 12:00:00 AM,0.000140211634054374,38618.5903957181
2/23/2015 12:00:00 AM,0.00014084233647698,39948.0863706894
2/24/2015 12:00:00 AM,0.000141355137314351,45444.0074582423
2/25/2015 12:00:00 AM,0.00014236873541229,79266.2345016403
2/26/2015 12:00:00 AM,0.000142307546936992,59735.794855255
2/27/2015 12:00:00 AM,0.000145718345256297,121026.005310076
2/28/2015 12:00:00 AM,0.000144561711258815,63101.2966603928
3/1/2015 12:00:00 AM,0.00014588408226027,80891.2344687249
3/2/2015 12:00:00 AM,0.000145354402505037,61724.6508620061
3/3/2015 12:00:00 AM,0.000143217047605239,97246.4763184519
3/4/2015 12:00:00 AM,0.000142745558475544,91110.7141242374
3/5/2015 12:00:00 AM,0.000140200891636545,83146.4590884858
3/6/2015 12:00:00 AM,0.000140587398106598,43612.4291964708
3/7/2015 12:00:00 AM,0.000140280975451506,30458.76556723
3/8/2015 12:00:00 AM,0.000139869086492302,50154.054431605
3/9/2015 12:00:00 AM,0.000142411490785706,47940.8088364898
3/10/2015 12:00:00 AM,0.000139045922618396,89275.4692775084
3/11/2015 12:00:00 AM,0.000143142565401996,99079.843402805
3/12/2015 12:00:00 AM,0.000142057107437429,72057.4963975038
